	ref	object_original	trade_original	url	object	trade
6738	18064734	聊城经济技术开发区管委会机关餐厅外包服务采购项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064734.htm	聊城经济技术开发区管委会机关餐厅外包服务采购项目废标公告	
6739	18064740	东莞市划船跆拳基地厨房升级改造项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064740.htm	东莞市划船跆拳基地厨房升级改造项目结果公告	
6740	18064754	聊城市东昌府区人民法院审判执行辅助事务社会化服务采购项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064754.htm	聊城市东昌府区人民法院审判执行辅助事务社会化服务采购项目废标公告	
6741	18064768	2022年度鹤山市公安局城市污水监测服务采购项目终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064768.htm	年度鹤山市公安局城市污水监测服务采购项目终止公告	
6742	18064773	德阳经济技术开发区住房和城乡建设局德阳经开区开展规划水资源论证服务项目流标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064773.htm	德阳经济技术开发区住房和城乡建设局德阳经开区开展规划水资源论证服务项目流标公告	
6743	18064800	中共宁陕县委宣传部宁陕旅游宣传片播出采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18064800.htm	中共宁陕县委宣传部宁陕旅游宣传片播出采购实行单一来源采购方式的公示	
6748	18064866	穆棱市机关事务保障中心穆棱市政府、市委、办事中心、第二办公区财产保险(三次)结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064866.htm	穆棱市机关事务保障中心穆棱市政府市委办事中心第二办公区财产保险三次结果公告	
6749	18064895	遂宁市公安局船山区分局经侦非吸审计结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064895.htm	遂宁市公安局船山区分局经侦非吸审计结果公告	
6750	18064944	甘肃中医药大学附属医院2022年信息化项目监理服务废标/终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064944.htm	甘肃中医药大学附属医院年信息化项目监理服务废标终止公告	
6751	18064964	四川体育职业学院监控设备等采购项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064964.htm	四川体育职业学院监控设备等采购项目废标公告	
6755	18064995	罗定市成品粮储备配置设备结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18064995.htm	罗定市成品粮储备配置设备结果公告	
6756	18065006	山东省德州市齐河县自然资源局卫片巡查系统采购项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065006.htm	山东省德州市齐河县自然资源局卫片巡查系统采购项目废标公告	
6757	18065007	敖汉旗乡村振兴局生产经营和技能培训项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065007.htm	敖汉旗乡村振兴局生产经营和技能培训项目结果公告	
6760	18065101	两当县金洞小学捐赠课桌椅、学生床项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065101.htm	两当县金洞小学捐赠课桌椅学生床项目废标公告	
6762	18065108	张家川回族自治县梁山镇人民政府张家川县2022年马铃薯良种繁育基地建设奖补项目废标/终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065108.htm	张家川回族自治县梁山镇人民政府张家川县年马铃薯良种繁育基地建设奖补项目废标终止公告	
6764	18065118	双鸭山市第二社会福利院（双鸭山市光荣院）电梯钢丝绳采购询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065118.htm	双鸭山市第二社会福利院双鸭山市光荣院电梯钢丝绳采购询价公告	
6765	18065168	北京实验学校（海淀）04#建筑化学药品库房改造工程废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065168.htm	北京实验学校海淀建筑化学药品库房改造工程废标公告	
6766	18065169	盐源县林业和草原局盐源县泸沽湖大草海退化湿地生态修复研究与示范项目大草海水质底泥生态监测项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065169.htm	盐源县林业和草原局盐源县泸沽湖大草海退化湿地生态修复研究与示范项目大草海水质底泥生态监测项目结果公告	
6770	18065259	延安大学附属医院联影设备保修项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18065259.htm	延安大学附属医院联影设备保修项目采购实行单一来源采购方式的公示	
6771	18065286	济南市市中区住房和城乡建设局济南市市中区住房和城乡建设局城建档案管理平台建设服务项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065286.htm	济南市市中区住房和城乡建设局济南市市中区住房和城乡建设局城建档案管理平台建设服务项目废标公告	
6772	18065303	黑龙江省民族博物馆民族博物馆保安服务结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065303.htm	黑龙江省民族博物馆民族博物馆保安服务结果公告	
6775	18065321	济南市生态环境局济南市生态环境局春夏季臭氧污染防控集中攻坚行动专项排查项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065321.htm	济南市生态环境局济南市生态环境局春夏季臭氧污染防控集中攻坚行动专项排查项目废标公告	
6778	18065350	宜宾市烈士纪念馆展成布展项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065350.htm	宜宾市烈士纪念馆展成布展项目废标公告	
6779	18065355	七台河市中心血站血型试剂询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065355.htm	七台河市中心血站血型试剂询价公告	
6783	18065416	福建省血液中心定制飘逸杯货物类采购项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065416.htm	福建省血液中心定制飘逸杯货物类采购项目结果公告包	
6784	18065417	福州市应急广播体系建设项目可行性研究报告编制服务项目结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065417.htm	福州市应急广播体系建设项目可行性研究报告编制服务项目结果公告包	
6785	18065431	清流县2022年优质稻品种示范推广、粮食产能区项目水稻专用肥采购结果公告(包1)		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065431.htm	清流县年优质稻品种示范推广粮食产能区项目水稻专用肥采购结果公告包	
6786	18065458	中国共产党龙岩市纪律检查委员会信访接电接访场所改造（视频会议系统设备等）货物类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065458.htm	中国共产党龙岩市纪律检查委员会信访接电接访场所改造视频会议系统设备等货物类采购项目采购公告	
6787	18065472	眉山市公安局天府新区分局2022年度业务技术用房租赁服务采购项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065472.htm	眉山市公安局天府新区分局年度业务技术用房租赁服务采购项目结果公告	
6788	18065475	屏南县总医院（屏南县医院）屏南县总医院（屏南县医院）医用钬激光采购项目货物类采购项目采购公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065475.htm	屏南县总医院屏南县医院屏南县总医院屏南县医院医用钬激光采购项目货物类采购项目采购公告	
6790	18065481	西安市长安区医院西安市长安区医院奥林巴斯腹腔镜专用三晶片摄像头采购项目采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18065481.htm	西安市长安区医院西安市长安区医院奥林巴斯腹腔镜专用三晶片摄像头采购项目采购实行单一来源采购方式的公示	
6792	18065496	河北省计划生育协会2022年免费避孕药具政府采购项目10、11、12、13、16、17、18、19、20包废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065496.htm	河北省计划生育协会年免费避孕药具政府采购项目包废标公告	
6793	18065497	河北体育学院2022年课程资源建设项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065497.htm	河北体育学院年课程资源建设项目废标公告	
6795	18065511	河北省煤田地质局第二地质队（河北省干热岩研究中心)专用管材购置项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065511.htm	河北省煤田地质局第二地质队河北省干热岩研究中心专用管材购置项目废标公告	
6796	18065515	河北省政务服务中心2022年房屋租赁费项目单一来源废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065515.htm	河北省政务服务中心年房屋租赁费项目单一来源废标公告	
6797	18065516	河北省政务服务中心2022年房屋租赁费项目单一来源废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065516.htm	河北省政务服务中心年房屋租赁费项目单一来源废标公告	
6799	18065535	河北省中医院应急和救治能力建设项目(二）医疗设备采购废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065535.htm	河北省中医院应急和救治能力建设项目二医疗设备采购废标公告	
6800	18065559	冕宁县泸沽中学校储物柜采购询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065559.htm	冕宁县泸沽中学校储物柜采购询价公告	
6801	18065563	金昌市机关事务管理局市级公务用车采购项目废标/终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065563.htm	金昌市机关事务管理局市级公务用车采购项目废标终止公告	
6803	18065586	冕宁县泸沽中学校初中部学生宿舍楼太阳能设备询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065586.htm	冕宁县泸沽中学校初中部学生宿舍楼太阳能设备询价公告	
6804	18065595	河北师范大学2022图书馆数据平台（中文数据库）访问服务采购项目单一来源公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18065595.htm	河北师范大学图书馆数据平台中文数据库访问服务采购项目单一来源公示	
6809	18065688	黑龙江中医药大学附属第一医院污水站运行维护及环境管理（污水在线监测监控系统）结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065688.htm	黑龙江中医药大学附属第一医院污水站运行维护及环境管理污水在线监测监控系统结果公告	
6810	18065696	雅安市雨城区周公山镇人民政府周公山镇余家村现代化水产养殖项目结果公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065696.htm	雅安市雨城区周公山镇人民政府周公山镇余家村现代化水产养殖项目结果公告	
6812	18065730	白河县农业农村局白河县2022年度统筹整合财政涉农资金农业产业园提质增效项目肥料采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18065730.htm	白河县农业农村局白河县年度统筹整合财政涉农资金农业产业园提质增效项目肥料采购实行单一来源采购方式的公示	
6813	18065737	白河县农业农村局白河县2022年中央第二批衔接资金产业肥料项目肥料采购实行单一来源采购方式的公示		http://www.ccgp.gov.cn/cggg/dfgg/dylygg/202206/t20220613_18065737.htm	白河县农业农村局白河县年中央第二批衔接资金产业肥料项目肥料采购实行单一来源采购方式的公示	
6817	18065786	眉山市人民医院采购台式电脑及打印机一批询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065786.htm	眉山市人民医院采购台式电脑及打印机一批询价公告	
6818	18065790	石家庄市司法局民营企业法律服务废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065790.htm	石家庄市司法局民营企业法律服务废标公告	
6820	18065804	唐山师范学院校门门禁设备采购废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065804.htm	唐山师范学院校门门禁设备采购废标公告	
6821	18065808	七台河市桃山区民政局婚姻登记设备采购询价公告		http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220613_18065808.htm	七台河市桃山区民政局婚姻登记设备采购询价公告	
6823	18065851	北京石油化工学院保安公司管理服务项目废标公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065851.htm	北京石油化工学院保安公司管理服务项目废标公告	
6825	18065869	哈尔滨医科大学审计服务招标公告		http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220613_18065869.htm	哈尔滨医科大学审计服务招标公告	
6826	18065892	湛江经开区东山街道基础设升级改造工程终止公告		http://www.ccgp.gov.cn/cggg/dfgg/fblbgg/202206/t20220613_18065892.htm	湛江经开区东山街道基础设升级改造工程终止公告	
