	ref	object_original	trade_original	url	object	trade
10422	18078254	某部某单位中央空调外机采购竞争性谈判公告	货物/通用设备/电气设备/生活用电器/空气调节电器/空调机	http://www.ccgp.gov.cn/cggg/zygg/jzxtpgg/202206/t20220614_18078254.htm	某部某单位中央空调外机采购竞争性谈判公告	货物
10423	18075396	某部干洗、理发服务社会化项目第二包干洗服务（第二次）竞争性谈判公告	服务/医疗卫生和社会服务/社会服务/其他社会服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075396.htm	某部干洗理发服务社会化项目第二包干洗服务第二次竞争性谈判公告	服务
10424	18080671	某部家属临时来队住房道路场坪整治工程（第二次）竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080671.htm	某部家属临时来队住房道路场坪整治工程第二次竞争性谈判公告	工程
10425	18071952	某单位设备采购、安装项目前期咨询、监理全过程咨询服务（三次）竞争性谈判公告	服务/工程咨询管理服务/设计前咨询服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071952.htm	某单位设备采购安装项目前期咨询监理全过程咨询服务三次竞争性谈判公告	服务
10426	18085170	某医院大型医疗设备维保采购项目公开招标公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085170.htm	某医院大型医疗设备维保采购项目公开招标公告	服务
10427	18085308	某部2022年油料工程技术服务项目竞争性谈判公告	服务/工程咨询管理服务/其他工程咨询管理服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085308.htm	某部年油料工程技术服务项目竞争性谈判公告	服务
10428	18071563	上海某单位消防器材供应及维修项目竞争性谈判公告(第二次）	货物/专用设备/政法、检测专用设备/消防设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071563.htm	上海某单位消防器材供应及维修项目竞争性谈判公告第二次	货物
10429	18071524	上海市某单位船舶零星维修项目竞争性谈判公告(第二次)	服务/科学研究和试验开发/工程学的研究和试验开发/交通运输工程研究服务/载运工具/船舶	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071524.htm	上海市某单位船舶零星维修项目竞争性谈判公告第二次	服务
10430	18071312	某单位无人超市供应商遴选项目竞争性谈判公告	服务/批发和零售服务/零售服务/综合零售服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071312.htm	某单位无人超市供应商遴选项目竞争性谈判公告	服务
10431	18073516	重庆某单位车辆定点维修服务采购项目（第二次）竞争性谈判公告（2022-JW23-F3002）	服务/维修和保养服务/车辆维修和保养服务/车辆维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18073516.htm	重庆某单位车辆定点维修服务采购项目第二次竞争性谈判公告	服务
10432	18085411	车辆定点维修供应商入围项目采购公告	服务/维修和保养服务/车辆维修和保养服务/车辆维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085411.htm	车辆定点维修供应商入围项目采购公告	服务
10433	18063162	某部特种车辆维修保障技术文件论证编写邀请招标公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220613_18063162.htm	某部特种车辆维修保障技术文件论证编写邀请招标公告	服务
10434	18079320	某部医院安全防护网及住院部窗户更换安装采购项目竞争性谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079320.htm	某部医院安全防护网及住院部窗户更换安装采购项目竞争性谈判公告	货物
10435	18075664	湘某部军史长廊建设项目竞争性谈判邀请公告	服务/商务服务/广告服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075664.htm	湘某部军史长廊建设项目竞争性谈判邀请公告	服务
10436	18081852	咸宁某部库室改造及营院维修工程项目竞争性谈判公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18081852.htm	咸宁某部库室改造及营院维修工程项目竞争性谈判公告	工程
10437	18084105	某部聘请地方厨师培训机构项目竞争性谈判公告	服务/教育服务/专业技能培训服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18084105.htm	某部聘请地方厨师培训机构项目竞争性谈判公告	服务
10438	18071119	铁岭某部办公桌椅沙发采购项目竞争性谈判公告	货物/家具用具/台、桌类/木制台、桌类	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071119.htm	铁岭某部办公桌椅沙发采购项目竞争性谈判公告	货物
10439	18083113	某部机关保密档案室升级改造项目竞争性谈判公告二次	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083113.htm	某部机关保密档案室升级改造项目竞争性谈判公告二次	工程
10440	18079104	某部暖气更换及屋面防水铺设项目竞争性谈判公告	工程/建筑安装工程/供暖设备安装,工程/专业施工/防水工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079104.htm	某部暖气更换及屋面防水铺设项目竞争性谈判公告	工程
10441	18080176	某单位某部接待室卫生间改造项目竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18080176.htm	某单位某部接待室卫生间改造项目竞争性谈判公告	工程
10442	18079979	某单位训练场地除草服务项目竞争性谈判公告（二次）	货物/土地、建筑物及构筑物/土地、海域及无居民海岛/草地	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18079979.htm	某单位训练场地除草服务项目竞争性谈判公告二次	货物
10443	18077899	2022年度物理楼暖通工程维保服务采购竞争性谈判公告（二次）	服务/维修和保养服务/其他维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077899.htm	年度物理楼暖通工程维保服务采购竞争性谈判公告二次	服务
10444	18074015	三方诚信-竞争性谈判-2022-SFCX-045-2022年市政道路沥青路面日常维护公告	工程/构筑物施工/城市道路工程施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18074015.htm	三方诚信竞争性谈判年市政道路沥青路面日常维护公告	工程
10445	18076071	济南市某单位公寓房整修项目竞争性谈判公告	工程/建筑物施工/军事用房施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076071.htm	济南市某单位公寓房整修项目竞争性谈判公告	工程
10446	18070886	山东省某单位嘉祥县某单位停车棚建设项目竞争性谈判公告	工程/专业施工/其他专业施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070886.htm	山东省某单位嘉祥县某单位停车棚建设项目竞争性谈判公告	工程
10447	18077408	掇刀区某部1#、2#楼顶防水修缮项目竞争性谈判公告	工程/专业施工/防水工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077408.htm	掇刀区某部楼顶防水修缮项目竞争性谈判公告	工程
10448	18085387	某部超市采购项目招标公告	服务/批发和零售服务/零售服务/综合零售服务	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085387.htm	某部超市采购项目招标公告	服务
10449	18082085	厦门务实--2022-WS230B--竞争性谈判--东坪山会车预警系统工程项目--采购公告	货物/通用设备/计算机设备及软件/计算机软件/基础软件/操作系统	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082085.htm	厦门务实竞争性谈判东坪山会车预警系统工程项目采购公告	货物
10450	18078755	厦门务实-竞争性谈判-2022-WS333宿办楼房门采购竞争性谈判公告	货物/建筑建材/建筑物、构筑物附属结构/门、门槛	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078755.htm	厦门务实竞争性谈判宿办楼房门采购竞争性谈判公告	货物
10451	18085068	2022-WS379集美大学水产学院荧光定量PCR仪等仪器设备竞争性谈判公告	货物/通用设备/仪器仪表/其他仪器仪表	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085068.htm	集美大学水产学院荧光定量仪等仪器设备竞争性谈判公告	货物
10452	18085416	某单位湖里区HLRW 2022整修工程竞争性谈判公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18085416.htm	某单位湖里区整修工程竞争性谈判公告	工程
10453	18076411	某部老医院宿舍楼屋面整修竞争性谈判公告	工程/建筑物施工/军事用房施工	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18076411.htm	某部老医院宿舍楼屋面整修竞争性谈判公告	工程
10454	18083898	厦门中实-竞争性谈判-2022-ZS1251-自助终端机采购-采购公告	货物/通用设备/计算机设备及软件/其他计算机设备及软件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083898.htm	厦门中实竞争性谈判自助终端机采购采购公告	货物
10455	18083661	厦门中实-竞争性谈判-2022-ZS1263-双十中学翔安校区高中部精品录播教室-谈判公告	货物/通用设备/广播、电视、电影设备/音频设备/其他音频设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083661.htm	厦门中实竞争性谈判双十中学翔安校区高中部精品录播教室谈判公告	货物
10456	18072590	厦门中实-竞争性谈判-2022-ZS1280-样品制备设备一批-信息公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18072590.htm	厦门中实竞争性谈判样品制备设备一批信息公告	货物
10457	18072554	厦门中实-竞争性谈判-2022-ZS1281-倒置显微镜-信息公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18072554.htm	厦门中实竞争性谈判倒置显微镜信息公告	货物
10458	18082593	厦门中实-竞争性谈判-2022-ZS2193-2022-2023年度五金工具及电器开关等采购-谈判公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18082593.htm	厦门中实竞争性谈判年度五金工具及电器开关等采购谈判公告	货物
10459	18071981	厦门正通和-竞争性谈判-2022-ZTH123-多媒体扩音系统采购公告	货物/通用设备/广播、电视、电影设备/音频设备/其他音频设备	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18071981.htm	厦门正通和竞争性谈判多媒体扩音系统采购公告	货物
10460	18075236	厦门市思明区人民政府开元街道办事处开元街道50年以上建筑普查甄别竞争性谈判公告	服务/专业技术服务/技术测试和分析服务,服务/专业技术服务/其他专业技术服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18075236.htm	厦门市思明区人民政府开元街道办事处开元街道年以上建筑普查甄别竞争性谈判公告	服务
10463	18083841	厦门市同安区洪塘卫生院激光相机询价公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18083841.htm	厦门市同安区洪塘卫生院激光相机询价公告	货物
10464	18078945	安徽省半汤温泉疗养院2022-2023年度核酸检测提取试剂采购竞争性谈判公告	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078945.htm	安徽省半汤温泉疗养院年度核酸检测提取试剂采购竞争性谈判公告	货物
10465	18078986	安徽省半汤温泉疗养院2022-2023年度核酸检测扩增试剂及配套耗材采购竞争性谈判公告	货物/医药品/医用材料/其他医用材料	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18078986.htm	安徽省半汤温泉疗养院年度核酸检测扩增试剂及配套耗材采购竞争性谈判公告	货物
10466	18040832	福清市医院一次性纸杯、化验单、病历本采购项目邀请招标公告	货物/纸、纸制品及印刷品/纸及纸制品/纸制品/纸制文具及办公用品	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220608_18040832.htm	福清市医院一次性纸杯化验单病历本采购项目邀请招标公告	货物
10467	18040542	福清市医院泡沫箱采购项目邀请招标公告	服务/批发和零售服务/批发服务/医药和医疗器材批发服务	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220608_18040542.htm	福清市医院泡沫箱采购项目邀请招标公告	服务
10468	18040836	福清市医院孕妇学校装修改造项目邀请招标公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220608_18040836.htm	福清市医院孕妇学校装修改造项目邀请招标公告	工程
10469	18040487	福清市医院废水处理站零星维修项目邀请招标公告	服务/维修和保养服务/医疗设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/yqzbgg/202206/t20220608_18040487.htm	福清市医院废水处理站零星维修项目邀请招标公告	服务
10470	18077300	甘肃省兰州市人民检察院office办公软件政府采购项目竞争性谈判公告	货物/通用设备/计算机设备及软件/计算机软件/其他计算机软件	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18077300.htm	甘肃省兰州市人民检察院办公软件政府采购项目竞争性谈判公告	货物
10471	18070719	吉林铁道职业技术学院新校区二期工程建设项目--工程检测服务采购项目竞争性谈判公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220614_18070719.htm	吉林铁道职业技术学院新校区二期工程建设项目工程检测服务采购项目竞争性谈判公告	服务
10472	18082381	立体车库维保（二次）询价公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/xjgg/202206/t20220615_18082381.htm	立体车库维保二次询价公告	服务
10479	18085644	西藏自治区公路局青藏公路分局2022年公路养护机械设备购置项目公开招标公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/202206/t20220615_18085644.htm	西藏自治区公路局青藏公路分局年公路养护机械设备购置项目公开招标公告	货物
10480	18083257	定西市第二人民医院电子内窥镜维保项目单一来源采购公告	服务/维修和保养服务/医疗设备维修和保养服务	http://www.ccgp.gov.cn/cggg/dfgg/jzxtpgg/202206/t20220615_18083257.htm	定西市第二人民医院电子内窥镜维保项目单一来源采购公告	服务
